,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
Благожелательность,0.07706112103659739,-0.015567332123515208,-0.000457456626493667,0.04281508154234121,-0.07276454139857319,0.04362625069786251,-0.008519530519723269,0.06838762997178771,0.09155541982379845,0.07076066673935341,-0.13551795804797861,-0.11170782421898451,-0.02901698723738651,-0.14762188473608173,0.008731943435580421,-0.046391505159442396,0.10054942495865708,0.018837174353294208,0.18658446168466508,0.0995013187821553,0.10599760176217399,0.3323434241212827,0.2016666924368794,0.057470548384295723,0.25745101592989034,0.37478884477975033,0.23092152711216257,0.31031909791907136,0.25705846265860044,0.06576933089122186,1.0,0.4744680257821972,-0.09317479644362811,-0.0939967182278353,0.17178689144299805,-0.08488001629641198,0.13532119675351573,-0.08128153110628393,0.03958419193983676,0.04506218918204303,0.16422715840040905,0.3019566387250191,0.14717486543533917,0.3038411867606416,0.1800381319158802,0.005423453676953235,0.22025277877375213
Универсализм,0.0648929184027793,-0.036418976530459515,0.032270605618225756,0.05882980716497774,0.11021267195613385,0.10635209927369532,-0.07740263950209715,0.31845800978588945,0.019254926335031997,0.02253405326079084,-0.003682706342087506,-0.13417838470904514,0.12498397116192532,0.05173547036699248,-0.041389971896337086,0.11872312925671065,-0.1239212291727324,0.030354363530562204,0.1448057121858277,0.24388972276326948,0.3223115561885161,0.31413933498885493,0.1451530491513476,0.03220582682869447,0.3320651978843382,0.33313818652856686,0.29314403318055243,0.24475646756920263,0.049617733967904996,-0.11544222039109157,0.4744680257821972,1.0,0.02169853869165279,-0.19148202132714076,0.14520666700178778,-0.10888489914240133,0.039338503181381275,0.05102633343989509,0.029468819762260557,0.13236670804119105,0.12350417015901842,0.14672658613843018,0.10518980680987614,0.09590158365164259,0.01905472922574144,0.006767504828097466,0.23232263975647724
Неув.в прич.,-0.19302316320632734,-0.0706096162155418,-0.08029808926075675,-0.1459060007966406,0.32259620760512214,0.11750576657276174,-0.11311156888304953,-0.2332016834558615,0.41182588572226414,0.4154627408519836,0.045856254404312534,0.291445855258037,-0.32389912851560626,-0.06475404641968206,-0.4484860917352069,-0.012504083339285916,0.4230695129683613,0.0006358900522634791,-0.1934296179671624,-0.32198297737753595,-0.12662112371018036,-0.08152001779728434,0.14943474026227582,0.015689995925122588,-0.13601857999918945,-0.08358233949016645,0.07674591940368114,0.05031727128590549,-0.07806450570248286,0.10606238425303628,-0.09317479644362811,0.02169853869165279,1.0,0.16181335808675948,-0.10678308101829621,0.11074656963169209,-0.06533081435471873,-0.053111563678828466,-0.055808941391550335,-0.0717129819717532,-0.3225944000678016,-0.0811509844055372,-0.11497783580010101,0.01223570746558177,0.13123479819832923,-0.37966176132309387,-0.16548562922013102
Новизна,-0.09189745149837139,0.16907060426214793,0.006724947298545275,-0.05256206262907461,-0.04600289045097463,0.018761745293212454,-0.17141466035460584,0.14583250362161224,0.009370812679140118,0.02950578741716495,0.23283416616702707,0.20097729744443765,0.12149835248192932,0.13194325282868,0.004951834936386944,-0.10831604507679897,-0.016841851334864343,0.14959323252214962,-0.2317962526006578,-0.08572694384403937,-0.09407215194476272,-0.0027226113795035365,0.02263373232964233,-0.049734565820145786,-0.2840145235391483,-0.0928467685325532,0.05013571259745277,-0.1392640951460177,-0.03247030441202715,-0.007236103368695166,-0.0939967182278353,-0.19148202132714076,0.16181335808675948,1.0,-0.7435259884959148,0.6007267557151381,-0.37134000739292683,0.2201169071786332,0.19686335346686357,0.27911606874927203,-0.054030742359123446,0.07727819132625176,0.1869033838498642,0.08860514040377039,0.104662083436119,0.15940226568614466,-0.015122919846907074
Сложность,0.05904299875391933,-0.007723558942301641,0.0632289577652258,0.05361235284076556,0.02434434177137169,-0.1803251620441501,0.008992344793333527,-0.12954553519764886,-0.11175859877266558,-0.1253831769963899,-0.04694106308341576,-0.03909893168820266,-0.10874131932509612,-0.03258742932580839,0.09818148840646614,0.06653942279653821,0.002400809126407214,-0.17723078935334668,0.20944580097587331,0.09394055765700439,0.016023077072885538,-0.05466200001951847,0.011103863205335091,-0.05087937721396197,0.10427681527238293,0.1355505874507161,-0.1458404289744234,0.032442707683540385,-0.11970440546326118,-0.08814522271243942,0.17178689144299805,0.14520666700178778,-0.10678308101829621,-0.7435259884959148,1.0,-0.715590872074092,0.7893466166485497,-0.16240382229085779,-0.07424326644275268,-0.18282901611419866,0.015215072103000521,0.14245263780962322,-0.051997523733975815,-0.049022241314263484,0.02961448056287932,-0.142175965668545,0.0476021973651034
Нерешенность,0.00544616892716974,0.07666216389990034,-0.010655814140108424,-0.0335690919094847,-0.02267309145096024,0.1469865418724147,0.0413229448362604,0.09703378364635526,0.2069564575847665,0.23893760299462544,0.047602461250236816,0.1370832824847077,0.04902575892378002,-0.006129513886770876,-0.18965096848446553,-0.07472433212998995,0.08631965241735932,0.13709384911170547,-0.15045583600083268,-0.07910878756805931,-0.10754381402078537,0.0787543928686087,0.15915007283383872,0.16350099894788894,-0.20408328930221453,-0.13802301795822164,0.0512334550892427,-0.045861152087718154,0.11813948400748549,0.09465653616871049,-0.08488001629641198,-0.10888489914240133,0.11074656963169209,0.6007267557151381,-0.715590872074092,1.0,-0.40183970655094503,0.22117682673675873,0.12641048483494294,0.2273010092537445,0.03229510207383773,0.027954043155068473,0.16337229230027167,0.05394091393312303,0.02800824958568742,0.09461775185345296,0.07044455927085581
Общий ,-0.029910632105120433,0.09924660525379328,0.11590063838219071,0.11667615777798006,0.014591845169522867,-0.22775812125961428,-0.02579918697286241,-0.07899446924316988,-0.10919406584049682,-0.10458343616291958,0.0773963501365137,0.022417436432398494,-0.04928286239836599,-0.09262270145787305,0.13321109778405696,0.05052901325951267,0.020214136503711483,-0.19277357667446085,0.14345224265062195,0.0597090942685973,-0.06995533790273437,-0.08417753320032606,-0.0207924234541272,-0.03596652351847422,-0.022196489008715525,0.07025066804315383,-0.16919611804980011,-0.051778094542552916,-0.10755982574864231,-0.1440978283292253,0.13532119675351573,0.039338503181381275,-0.06533081435471873,-0.37134000739292683,0.7893466166485497,-0.40183970655094503,1.0,-0.046720514243432286,0.03473509993508582,-0.060990898537310295,-0.0012176465228387959,0.23597533768039805,0.08295082437748652,0.02503600421090823,0.06991187371365,0.021347682132084152,0.04375743157658443
Политика,0.08631686452561128,0.34426771411403556,0.09818990478541316,0.2230640494155089,0.1772788015681153,0.1093691244484428,0.0030347440640869083,0.30840547055340634,-0.14116497423817753,-0.055481317181764356,0.24067511816073983,0.08598536676057122,0.3348473942895637,0.277523078273557,-0.05668984805063412,-0.05668155794717186,-0.20269685818495545,0.07398108930917482,-0.22510665815342665,0.009268249251451562,0.08610137169389567,0.16546287339687907,-0.0729117451866382,-0.0363880328759625,-0.04575176356088088,-0.07375610968214365,-0.09931309442398664,-0.11249494228180751,0.07484622161299724,-0.17478722083497464,-0.08128153110628393,0.05102633343989509,-0.053111563678828466,0.2201169071786332,-0.16240382229085779,0.22117682673675873,-0.046720514243432286,1.0,0.4487267462001149,0.587663806246567,0.09023814910991575,-0.11484338903295556,0.7375257133327398,0.010026268880257372,0.042435245906961315,0.3429015445835017,0.35452433941005357
Личный опыт,-0.14319418294329447,0.5277608312147694,0.1735852364555485,0.13283717886951804,0.29734176583578004,0.2771065388981627,0.16813319213658745,0.1933776616282395,0.037174041300390995,0.047446093897982086,-0.029930950485809005,-0.027354820353624867,0.12844284195696545,0.04261772369605024,-0.16911348788945949,-0.19060715382159243,-0.08736940612196212,-0.09640313438599288,-0.27778032438590666,-0.15729061694749724,-0.08026070654708042,0.1526891493418146,0.022244684155473357,-0.06335916584255954,-0.10075666166155645,-0.2011915260365018,-0.1915017312488048,-0.18694307792035292,-0.14844137636006893,-0.2943898495227758,0.03958419193983676,0.029468819762260557,-0.055808941391550335,0.19686335346686357,-0.07424326644275268,0.12641048483494294,0.03473509993508582,0.4487267462001149,1.0,0.5601575475992553,0.3498478042060829,0.2707496208860343,0.748800206844618,-0.0899265641452244,-0.012959436153141215,0.18647289472584053,0.16701889610587062
Воспитание,-0.13637224233386314,0.31385485180164774,0.1011466051973966,0.05822864191955732,0.22043336346757464,0.1969481766705349,0.15241518387248051,0.22765908185185565,-0.07512764462166979,-0.000695339500021426,0.14870261270132348,-0.025124629393695523,0.19555454870026082,0.0828055198786471,-0.026208054091930236,-0.08495117580758467,-0.07921888012273381,0.086329684128306,-0.11752274006383966,0.049045070443322444,-0.048462349628104126,0.1408412080979243,0.03814391627231984,-0.1621615912314323,-0.10115683269884743,-0.16399524248601025,0.0027739532621124615,-0.17277239613743647,0.009748752377318919,-0.204945654544309,0.04506218918204303,0.13236670804119105,-0.0717129819717532,0.27911606874927203,-0.18282901611419866,0.2273010092537445,-0.060990898537310295,0.587663806246567,0.5601575475992553,1.0,0.39069424981312934,0.2097050417877838,0.7837822623113618,-0.05425806695732497,0.027115550077316766,0.28499143182106734,0.1496392660736313
Спорт,-0.2486059935168223,0.2507175140076032,0.15547877106068714,0.13262841184758212,-0.01431485328491588,0.25816575886006554,0.13595001674634402,0.21158287864064895,-0.06160818937391431,-0.0912458605277834,-0.09143338112835062,-0.15422998576625063,0.18097475976594482,0.11639830358312525,0.15909101832591668,-0.10227397411873895,-0.284445649279959,0.06909786950883828,0.1031294436070689,0.091004686133415,-0.07030487350505754,0.11567741880135717,0.06683134558487915,0.041760650875022495,0.08257294403441115,-0.02330136268720788,-0.014368485039986998,-0.06158324153842406,0.10781019978125585,-0.16339138784375318,0.16422715840040905,0.12350417015901842,-0.3225944000678016,-0.054030742359123446,0.015215072103000521,0.03229510207383773,-0.0012176465228387959,0.09023814910991575,0.3498478042060829,0.39069424981312934,1.0,0.26818210264229575,0.5057909330663214,-0.1350745799603068,-0.03458139319017821,0.1597505397532335,0.22552073178513365
СМИ,-0.031597707057462156,0.16373162714111372,0.08083051734917143,0.008714919790198884,0.038593770420638024,0.11802858613285283,0.2259361387170717,-0.015359126186939067,0.007017695688521381,0.004191041768424782,0.005044559934078272,-0.1510873210399827,0.012877505385912398,-0.23212776081751646,0.061823740205605465,-0.1661552346379456,-0.013029799098532432,0.036098209484395294,0.05466802849343153,0.11751817430880057,-0.09878288876735569,0.15559062710890753,0.07957678927325347,-0.025429629853968485,-0.1553916634054451,-0.11723491026259487,-0.09402905204486578,-0.14773847734948847,-0.1676340139164805,-0.27723628141628415,0.3019566387250191,0.14672658613843018,-0.0811509844055372,0.07727819132625176,0.14245263780962322,0.027954043155068473,0.23597533768039805,-0.11484338903295556,0.2707496208860343,0.2097050417877838,0.26818210264229575,1.0,0.2945391758350154,0.021168347269602407,0.02895987131293971,0.0043502755706705636,0.12996003637246173
Общий,-0.17328392530426912,0.4718248704139572,0.18700607485644827,0.19753804862489244,0.21261079523689402,0.21576629252235288,0.15947514045106995,0.2860810145765862,-0.05600253077101031,-0.01871801669167391,0.06712770129445465,-0.017205199310572485,0.291523422761896,0.15075780996193358,-0.05285302555855304,-0.09907741899813577,-0.187658351394181,0.040838047831882385,-0.1708406091123661,-0.026661346727036208,-0.0274079594892315,0.1729614709820823,0.007762590254679579,-0.03518959448525686,-0.05515567545693621,-0.10402287111051488,-0.09545433970611425,-0.12516136279682685,0.025276431580579923,-0.26747827325571716,0.14717486543533917,0.10518980680987614,-0.11497783580010101,0.1869033838498642,-0.051997523733975815,0.16337229230027167,0.08295082437748652,0.7375257133327398,0.748800206844618,0.7837822623113618,0.5057909330663214,0.2945391758350154,1.0,-0.06487438167766871,0.07961590113091056,0.32601132228337193,0.34637907821474656
F1o,0.12311486574045863,-0.19825654110763458,-0.07512892006538749,0.014726535980573942,-0.14998894865265602,-0.27871666551420643,-0.2456123236419292,0.004884254273896922,0.024971095527737127,-0.10569116429944655,-0.23563859512227428,0.051944697811452084,0.007855937461979967,-0.11490841788625333,0.11269651287116766,0.05350093703903629,0.0024305489903137323,0.029370403099350073,-0.05069387624739021,-0.1019773754225029,0.2944666079708069,0.13486016457502217,-0.3424694979717537,-0.3508602890826187,-0.0016219572962406382,0.3914550717723916,0.422842463763272,0.2233341414998494,0.0289400362434105,-0.06746681599358394,0.3038411867606416,0.09590158365164259,0.01223570746558177,0.08860514040377039,-0.049022241314263484,0.05394091393312303,0.02503600421090823,0.010026268880257372,-0.0899265641452244,-0.05425806695732497,-0.1350745799603068,0.021168347269602407,-0.06487438167766871,1.0,0.45331840035900317,0.04212522818771547,-0.016621941753533476
F2o,-0.03310949552941826,0.04234615195285941,-0.148816565496653,0.049130564254536914,0.036517998705305595,-0.20413865676904894,-0.1782046244689892,0.07228318040403925,0.052223290287326085,-0.05349006157759297,-0.09029610723888327,0.3141093398100664,0.027233762287787865,0.15849827518976176,0.12348301785839806,0.015325634750137561,0.0009792281669057563,0.14597741966383335,-0.08196745921400327,-0.25432849130915364,0.11202890106096507,0.05926004141952639,-0.1003101708047019,-0.29809351790630356,-0.1148233421416007,0.2112258934910591,0.3561953319733098,0.2097185202294696,0.03268674036072523,-0.0010354348367765799,0.1800381319158802,0.01905472922574144,0.13123479819832923,0.104662083436119,0.02961448056287932,0.02800824958568742,0.06991187371365,0.042435245906961315,-0.012959436153141215,0.027115550077316766,-0.03458139319017821,0.02895987131293971,0.07961590113091056,0.45331840035900317,1.0,-0.03576994411391874,0.13108153242358292
F1s,0.04720451318216955,0.17798783106086022,0.14744474551997286,0.28420149367625247,-0.21502701583558578,-0.17489833323310192,0.06140784907126629,0.10657155032375373,-0.33769768188713095,-0.36660748325988823,0.0519390899055385,-0.08532815199523643,0.27584382967307736,0.03277692589895752,0.46209941047291925,0.0586668511023458,-0.15160862688640758,0.04179906346237597,-0.05127553326491928,0.03105755868640472,0.05532285974056253,-0.058166576902179364,-0.07079138605550683,-0.006803213019518451,0.08875511606194773,-0.08335901000829161,0.07742329419055878,0.03594213122191334,0.1318522061077146,-0.01685206523620902,0.005423453676953235,0.006767504828097466,-0.37966176132309387,0.15940226568614466,-0.142175965668545,0.09461775185345296,0.021347682132084152,0.3429015445835017,0.18647289472584053,0.28499143182106734,0.1597505397532335,0.0043502755706705636,0.32601132228337193,0.04212522818771547,-0.03576994411391874,1.0,0.38035442785840623
F2s,0.07832239068555627,0.2330653049147838,0.11433790269074703,0.2886640644575735,-0.03778940098905115,-0.04897042923747196,0.04152479013095568,0.3298908151351819,-0.18437302177063272,-0.17585424062451332,0.08367098151077261,0.052801773096511385,0.34897599525869116,0.20408746884439327,0.26602812261791287,-0.018541968701482447,-0.24080364760424164,0.05190215190377793,-0.03275199287933915,0.07356737367986964,0.08952459892255245,0.173254282100862,0.0009942876390820875,0.13570013621171897,0.257567934315364,0.07827176217942791,0.10718555380224086,0.16034412804451,0.020872213142417186,-0.08634867182044757,0.22025277877375213,0.23232263975647724,-0.16548562922013102,-0.015122919846907074,0.0476021973651034,0.07044455927085581,0.04375743157658443,0.35452433941005357,0.16701889610587062,0.1496392660736313,0.22552073178513365,0.12996003637246173,0.34637907821474656,-0.016621941753533476,0.13108153242358292,0.38035442785840623,1.0
