,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
Универсализм,-0.028424868029463653,0.023510872789335526,0.04463041587486529,0.07755520710034124,0.08091749007001678,-0.0603897009777037,0.23320034194861178,0.0033049685908312404,0.007797646245843954,-0.002115864517654245,-0.09663881430578598,0.0867419713129364,0.03992447248196928,-0.029231687834359702,0.08466213518032194,-0.09040790450116681,0.02735767747156111,0.10457536208368502,0.18313871802749077,0.2466332417540896,0.23544791451330088,0.11624234475079602,0.010833138023111574,0.25894312042661455,0.2640380339573145,0.22798419701156267,0.19426200421599585,0.0357477534268946,-0.0912258285939793,0.3838598105261431,1.0,0.01178506782181581,-0.1559736852053026,0.1129271967326945,-0.08841907804252715,0.029350168245192827,0.041926515312873176,0.020257554863298246,0.09508260121928398,0.09216355753784503,0.1064862688590006,0.07755973277510837,0.07349486114210498,0.018279529128553493,0.007770191006496357,0.17611150820109284
Неув.в прич.,-0.05269496075657923,-0.05378010913438055,-0.10426559162432565,0.23743724305860253,0.08646541981556936,-0.076358153108658,-0.16877723025716512,0.30407892769796,0.3007352255734522,0.03014084626625062,0.2096672219664966,-0.22979239352081723,-0.044591223819085625,-0.3300894250413973,-0.009751552073457582,0.3006189887071076,-0.007822438650337547,-0.13849094818974472,-0.22746787078509073,-0.08269826838435218,-0.052934066998384356,0.10447106191467252,0.010689557032064888,-0.10084850264909792,-0.06248303609080625,0.058854461588702764,0.03830225194060534,-0.05601518307228665,0.07639532018681951,-0.07776723562460404,0.01178506782181581,1.0,0.1240100764234224,-0.08192725813036542,0.08446012037874925,-0.05103522362437731,-0.03963464099985648,-0.03972950757653698,-0.05214030936640118,-0.2311528130561298,-0.07350919896365282,-0.07480139685375449,0.012036222617443776,0.10192237771290848,-0.2788101714931692,-0.1220704750212386
Новизна,0.13262789722710855,0.0010270880866070514,-0.04353015458735469,-0.03736561135556818,0.015007966569404221,-0.12691911793498048,0.10617234659847428,0.007074607605458899,0.022194354927985886,0.17759450057551593,0.14835099745283706,0.08535822720798124,0.09841669786740809,0.0034868595078354297,-0.0860402636265434,-0.015171207901375886,0.11433489765685352,-0.17862794615894484,-0.06423503389807245,-0.07239481046249051,-0.0017120596224029178,0.017497499419993588,-0.032153353809320835,-0.23075844153322575,-0.07231372957066927,0.036822163049112254,-0.11088980442282209,-0.01738100165100369,-0.004291819416455994,-0.07379443903012861,-0.1559736852053026,0.1240100764234224,1.0,-0.5742038047432048,0.4833135964500396,-0.290966613816013,0.16436852104477703,0.15018423886621335,0.20945478497060532,-0.04126656672695926,0.055447568831006044,0.1419080735989432,0.06792563537661477,0.08302699202924883,0.11556670467943633,-0.013204886472903517
Сложность,-0.003705390876810644,0.047448553081520004,0.0411020745703524,0.02403971569981564,-0.138463929524641,0.012040323002950189,-0.10739831814422786,-0.0844385303850046,-0.09783803600062889,-0.03664446074425192,-0.03259041562912294,-0.08456869132658663,-0.0285504298225027,0.07574328672838679,0.047876716437712734,0.0044058353111146335,-0.14116258522358818,0.16310770115532236,0.07455632735022684,0.013826945801396847,-0.044089746304981615,0.015794644128698625,-0.03897841475365022,0.0780902554575518,0.10133962730696629,-0.11519174966122099,0.025479495293963973,-0.09309093788726226,-0.06468378737203728,0.12528583596327908,0.1129271967326945,-0.08192725813036542,-0.5742038047432048,1.0,-0.5631667890402566,0.6911251207364211,-0.1246611329681035,-0.05764798854159806,-0.14960615789263423,0.00954392091227418,0.1090008608959447,-0.04373371430852104,-0.03321322003763339,0.02595089970521966,-0.1115385032010699,0.03332307850050079
Нерешенность,0.06077187935131157,-0.00867295603691727,-0.027090797526205964,-0.01480091491341277,0.11025557523528746,0.03310016400516429,0.073464257108955,0.15600551848105085,0.17889516127424604,0.03296933280539546,0.10876047320163199,0.05065586073550974,-0.002423901909043418,-0.14274355662613963,-0.06088548505253757,0.06568497392281385,0.10914507466478421,-0.11013152245529112,-0.06093509259702871,-0.07822547293159196,0.06314819883584882,0.13279651295702755,0.13322087687233286,-0.16905943524070977,-0.11063943006114574,0.040182289597720564,-0.03064508895207065,0.09309346259322891,0.07574381569566675,-0.07012520117217048,-0.08841907804252715,0.08446012037874925,0.4833135964500396,-0.5631667890402566,1.0,-0.3513658870754426,0.16587022703016685,0.09790529738158087,0.1702103070793972,0.02354327517596226,0.025852161893079983,0.12637682259687102,0.03563759223471816,0.02041691384100768,0.06998121551322074,0.05352227584001301
Общий ,0.07624915931509729,0.0899912739620682,0.08874521349202465,0.014714136656000132,-0.16521024735775872,-0.01942893111299958,-0.06427013900278382,-0.07992871040789426,-0.08077763229276516,0.05004862918537662,0.008749370160640809,-0.0364922687584502,-0.06627431218305929,0.10538420561873071,0.04235205015354907,0.01731172565091813,-0.15854393781459702,0.10227206183008762,0.04810086067918298,-0.05573289797000142,-0.06202537591833703,-0.011601029981116324,-0.02567493374974982,-0.02097545798932833,0.052864405417301655,-0.1369844307548536,-0.041115122803526596,-0.08241256386168358,-0.11302328558766755,0.10601806916137645,0.029350168245192827,-0.05103522362437731,-0.290966613816013,0.6911251207364211,-0.3513658870754426,1.0,-0.03928864826296427,0.024030113916658335,-0.0421853629996653,-0.0017069629024181391,0.18251312791243432,0.062053933618396034,0.02138507286289886,0.05574574311997089,0.0194736742287037,0.030214537270381286
Политика,0.2408170632044913,0.06845156882256065,0.15156315039403076,0.11892462333240299,0.06565035645264199,0.0036697923591250126,0.23574276482610265,-0.10396949348632303,-0.04017362394061559,0.18163965595897896,0.061821161619749515,0.23727259903116696,0.18767836759763507,-0.0540948576312744,-0.035690420365238756,-0.1398802078247695,0.058705788821068305,-0.16781996244095054,0.0025511532288442786,0.05778311422307235,0.1116403931838217,-0.050658922072344674,-0.02608232898849828,-0.03625117065799205,-0.05672606849310763,-0.07402125168185089,-0.09169786052130059,0.051498750962339086,-0.12907120883910334,-0.06004974078594033,0.041926515312873176,-0.03963464099985648,0.16436852104477703,-0.1246611329681035,0.16587022703016685,-0.03928864826296427,1.0,0.3262560300573123,0.42830581846950605,0.05581270008404936,-0.0739394340483095,0.5612447707668055,0.01201425097881456,0.02766766844893892,0.2381551032541612,0.23569497265720388
Личный опыт,0.3961474814360189,0.12498823554252984,0.10232909116162353,0.19830547244476557,0.20139361880615575,0.13837105504917277,0.14915630616879372,0.02801568474693952,0.02964303293241109,-0.021702368393008653,-0.0213196555833117,0.0893669482601588,0.029270605472856624,-0.12265718586974071,-0.13541601343432122,-0.06681001730326983,-0.07334046592879671,-0.20528742999523597,-0.11166699740460352,-0.050217585515739835,0.10877533346019681,0.016629765096185852,-0.053180814044920054,-0.07537869951003519,-0.1473644644541282,-0.14015257778613244,-0.14042095540481453,-0.1123885003676068,-0.20611595392813284,0.02848178893081464,0.020257554863298246,-0.03972950757653698,0.15018423886621335,-0.05764798854159806,0.09790529738158087,0.024030113916658335,0.3262560300573123,1.0,0.416502364999611,0.24454872839579014,0.1855739122303074,0.5782856513481345,-0.05935482223938564,-0.0057778941157770524,0.13063113036880575,0.11914466095461357
Воспитание,0.2296830066557737,0.08320145171333967,0.043233895822925916,0.14682132881366927,0.13423372881182286,0.11588303495144223,0.1667152676775114,-0.05835753060260751,-0.0135733314055329,0.1088699975926122,-0.016671526186481274,0.13640700341314482,0.057471551479517574,-0.025509404827138534,-0.0612896091256868,-0.05074019783656815,0.060969821393278154,-0.087069339235364,0.035914576162153364,-0.030582815841457237,0.09732226437672188,0.0321299692291613,-0.12437432457796636,-0.07561408659662364,-0.11409200846908689,0.0017863799349957387,-0.13018351119375263,0.013720918245779899,-0.1482701536524807,0.03058167005855416,0.09508260121928398,-0.05214030936640118,0.20945478497060532,-0.14960615789263423,0.1702103070793972,-0.0421853629996653,0.42830581846950605,0.416502364999611,1.0,0.28344204055234495,0.15217845156418977,0.6045921281797485,-0.03218378262776608,0.013437728404699867,0.20305262000808214,0.09099693351567086
Спорт,0.17170705471623285,0.10542507838677663,0.09475863028855311,0.0011558149923646872,0.18511379352400556,0.09927988339441297,0.15227884881916862,-0.04183934169610474,-0.06150153796513919,-0.06746258971739821,-0.11776186890459349,0.1269945578857163,0.08895014348384037,0.11508404012713272,-0.07742393795309342,-0.2088316894679969,0.0515944677868459,0.08137009251428214,0.06568579680762629,-0.05370215677964801,0.08446869866791336,0.046171333805574456,0.02887063261598783,0.0626665565605875,-0.021621044222583926,-0.00783065752429316,-0.041957576314700984,0.07633929888231823,-0.117130459946076,0.12614660447114273,0.09216355753784503,-0.2311528130561298,-0.04126656672695926,0.00954392091227418,0.02354327517596226,-0.0017069629024181391,0.05581270008404936,0.24454872839579014,0.28344204055234495,1.0,0.18548203788397638,0.3589866204547814,-0.10265602712612208,-0.0260047690080816,0.11561060501896214,0.1591285191916727
СМИ,0.1161027228995149,0.06256378348882546,0.015444459025719174,0.031746063627841103,0.08282369823056511,0.1510505455547586,-0.008027927108962,-0.021926540582057848,-0.007856861096802453,0.0011312293645774933,-0.10524938331007831,0.0164585704696968,-0.15626053701004186,0.03956997811451661,-0.11362596716643403,-0.010933105338367291,0.02646907767914884,0.04606064445084397,0.07840418680052132,-0.05983616054396728,0.1100023751789678,0.059296005330896864,-0.017886586736997914,-0.1193285538716097,-0.08961549305498397,-0.0679510615778045,-0.1138603628500518,-0.12461010705822105,-0.20502621004117685,0.22214735565141575,0.1064862688590006,-0.07350919896365282,0.055447568831006044,0.1090008608959447,0.025852161893079983,0.18251312791243432,-0.0739394340483095,0.1855739122303074,0.15217845156418977,0.18548203788397638,1.0,0.2095432782112441,0.013234811725391983,0.018552132174827218,0.004944735311227458,0.09033281039717356
Общий,0.3343709070314048,0.1327644610140954,0.13915234758396416,0.14942167358915986,0.15596130675884778,0.11366379061368782,0.20625862314374271,-0.033704740606411064,-0.01612683497456463,0.048480477230076625,-0.005935298873122245,0.1954245077696032,0.10228393532356606,-0.040363149061850435,-0.0743754222756428,-0.13456497619108462,0.03256911547966718,-0.11509601096975174,-0.012148009444139579,-0.015603076095470585,0.1214587283019288,0.0047241366047849264,-0.021563993241073276,-0.046281880232421475,-0.07844004284208053,-0.06908925622140173,-0.09555831658189023,0.020530490139442838,-0.1925146302989193,0.10218048290667721,0.07755973277510837,-0.07480139685375449,0.1419080735989432,-0.04373371430852104,0.12637682259687102,0.062053933618396034,0.5612447707668055,0.5782856513481345,0.6045921281797485,0.3589866204547814,0.2095432782112441,1.0,-0.04590034145500979,0.05744787329564251,0.2201194270190441,0.23850931596623143
F1o,-0.14406063983745637,-0.05009536805333043,0.008117261766727049,-0.1045793221091843,-0.202810078764759,-0.17785731018297107,0.007555988986668796,0.015956444296723375,-0.07110557153921997,-0.17457439691515916,0.03845186542498281,0.006040264986073865,-0.08988800093982936,0.07638344553519145,0.04179902948782001,-0.0008748906386701661,0.022996651186407528,-0.03508828027429731,-0.061554349113532525,0.20865024646440078,0.09151683554041219,-0.2648771730445994,-0.2734622487206471,-0.005497867584535687,0.29945441086760555,0.3147340316800706,0.16717767344266665,0.017100885848831047,-0.04476998419857678,0.21352484875321218,0.07349486114210498,0.012036222617443776,0.06792563537661477,-0.03321322003763339,0.03563759223471816,0.02138507286289886,0.01201425097881456,-0.05935482223938564,-0.03218378262776608,-0.10265602712612208,0.013234811725391983,-0.04590034145500979,1.0,0.3514128308407324,0.02504256303527277,-0.01333082348204159
F2o,0.03650504461503733,-0.09861025658157484,0.037386551632902866,0.023446789126896076,-0.14707492834611718,-0.13164155924382406,0.05475370285463833,0.035023685469780186,-0.03639328544744734,-0.062383671200937615,0.228076980489683,0.01738768913612666,0.10920097618742776,0.08854614632956635,0.01211895880529748,0.0,0.10753070314298077,-0.05814116228497442,-0.18051976079289975,0.08303520680719059,0.04201751116412475,-0.07455296902049857,-0.2255905637064717,-0.08739649797901829,0.16229306981539274,0.2724473946690889,0.15646962026895675,0.022972658919675842,-0.00609549727299901,0.13870663196429903,0.018279529128553493,0.10192237771290848,0.08302699202924883,0.02595089970521966,0.02041691384100768,0.05574574311997089,0.02766766844893892,-0.0057778941157770524,0.013437728404699867,-0.0260047690080816,0.018552132174827218,0.05744787329564251,0.3514128308407324,1.0,-0.02968862566674212,0.09556060328990527
F1s,0.13183289623167407,0.12165699319515236,0.20972984555323512,-0.15902538500644356,-0.12301443187193278,0.04480000047391736,0.07397938489322384,-0.2536117752139935,-0.2727210124102293,0.03359913774452653,-0.06424345437501375,0.20491213083021267,0.02072703918285392,0.34741505270442025,0.040060367790611215,-0.1090250725573199,0.01995193148045907,-0.03694047127717503,0.021910815110216482,0.03784797761997024,-0.05035975178906039,-0.05307644483502417,-0.007021469529413064,0.06790571751787393,-0.05809659229466886,0.05115997307347558,0.018748738613782002,0.08301116464564254,-0.017729051315248424,0.008741827343456101,0.007770191006496357,-0.2788101714931692,0.11556670467943633,-0.1115385032010699,0.06998121551322074,0.0194736742287037,0.2381551032541612,0.13063113036880575,0.20305262000808214,0.11561060501896214,0.004944735311227458,0.2201194270190441,0.02504256303527277,-0.02968862566674212,1.0,0.2811683502428581
F2s,0.17564034665813563,0.08721399832726186,0.21115904254405166,-0.01999425153255723,-0.035372851673119356,0.0323091479219991,0.24242096291385262,-0.12433323895217663,-0.11614202389969232,0.05897660717253371,0.041440953745399293,0.25615558294576063,0.15250605374610024,0.1907261637724694,-0.015916795208404427,-0.17908392018540265,0.035523241032561666,-0.023516405527903145,0.051072914711720374,0.06909281730766072,0.12134017908227081,-0.007842184166337446,0.09512337689809512,0.194893109256198,0.060372997420810814,0.07409092402141346,0.11789503144127306,0.016823802271189982,-0.0625539921572718,0.16522504818863515,0.17611150820109284,-0.1220704750212386,-0.013204886472903517,0.03332307850050079,0.05352227584001301,0.030214537270381286,0.23569497265720388,0.11914466095461357,0.09099693351567086,0.1591285191916727,0.09033281039717356,0.23850931596623143,-0.01333082348204159,0.09556060328990527,0.2811683502428581,1.0
