,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ГЧС,ПФ,ВСУ,ППВВ,ООО,ММО,ОЭ,СЧЗ,ДЗП,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,E',E,e,I',I,i,M',M,m,E||,I||,i||,OD,ED,NP,сложные,GCR,F1 (ОПС),F2 (ОПС),F1 (ША),F2 (ША)
Безопасность,-0.18084200316843835,0.04167801389292025,-0.1766538351968921,-0.12775039492983714,0.15243861284722188,0.22861534569952272,-0.007493453846681673,-0.02032347417496755,0.11947627214582954,0.1345669410257488,-0.07585511665005915,-0.14054775686897394,-0.10358971292927474,0.08243894798344943,-0.12328268801638476,0.1686995440526404,0.32189322925635516,0.32185968354609285,-0.09260404651406144,-0.057716919472641855,-0.2710336095214595,0.01934500163035803,-0.21166468194902993,-0.12215402881631768,0.3143562049926729,0.15577974742009956,-0.05481693961698037,0.06532036640418427,-0.11655023529094183,0.06542521450435136,1.0,0.18768514978403197,0.03812970009172309,-0.03427417233554115,-0.11343905069300415,0.11609134479912188,0.28479934170705357,0.22539595757114977,0.15127720606836936,0.11266644562407646,0.1126214495727241,-0.03264522915041679,-0.014919413640314311,0.05705545448311002,0.05455735681325413,-0.03720037668492804,-0.05125059791878856,0.03047180554034449,-0.01468659620708122,0.056444456099540234,0.03915153055462545,0.09755037898754695,0.16342159621054747,-0.04304558832396538,-0.10713201476526667,-0.020370021093167757,-0.1797602208783829,0.07182148792510686,-0.18508805358282007,0.02464508679988372,0.16593642014508386,-0.08823102622847684,-0.12855254546028508,0.14395831435292183,0.056948573742630064,-0.15015112308714892,-0.054693394362080004,0.23979616443333066,-0.23111840814639312,-0.054964164627603666,-0.11172910765311123,0.05980821238595631
Конформизм,-0.011696919021506923,0.01660580376704055,0.014792027602485694,-0.05089969005762009,0.0077076441735477175,0.07782250967981398,0.15502271679864082,0.029025957033354803,0.0007364329335810032,0.02994833392241316,-0.10160198709711958,-0.07219544390703903,0.1356890564483454,0.09395912380719353,-0.162270166896809,0.06493571552576806,0.12961994051891326,0.2671641795370014,0.008869303579324637,0.18301140508725608,-0.05340582870513809,-0.11657811812490983,-0.21442099154384867,-0.06452452246611008,0.17194614142411446,0.03173903537531402,-0.18706203269057423,-0.06670899129453207,-0.14783718499594317,0.038641607481764116,0.18768514978403197,1.0,0.10365406601006583,-0.28686842526230294,-0.38823952012243573,-0.02568056464005695,0.04171795040778999,0.22994345560345947,0.022159373482965424,-0.08671889376923538,0.09719266991496792,-0.03789075922292524,-0.06528174129947409,0.13645216583387368,-0.030190736762744547,0.010526829021349934,-0.08215785315214175,-0.09703968845884653,-0.07924030896653787,-0.038614713114743765,-0.028943781791762706,0.16728647269413074,0.26186317470467385,-0.21212396320532617,-0.19861731927770754,0.10176581053200891,-0.14795451098073525,-0.004950529172167673,-0.049710143926851094,-0.2148378532283761,0.1870177675319135,-0.023696028667751334,-0.12447072574154856,0.06834050524415822,0.34012515476466754,-0.2927020394283177,0.040627617082394575,-0.08645390008234827,-0.37311857421959244,-0.20162768050582316,-0.006081120469401032,-0.008273641371418086
Традиция,-0.029518352591290743,-0.10492125242080098,0.13503421733170348,0.06248085638254522,-0.03630856309227153,0.04592331339225731,-0.010303616284648081,0.1576021165386499,0.04625507012707938,0.03849239324704142,0.14734135142723515,0.128150838850904,0.0511756033106174,0.15905101457368534,0.14396215351111202,0.10315377724617392,0.026043849648525658,-0.02996514224276852,-0.11417029039064894,-0.021063909205430522,0.2590457676918724,0.038037542287141526,0.1451713143374743,0.08167553068911845,-0.15529889976546,-0.09848921493314639,-0.09413044847619091,0.07625574419416702,0.022786740839767915,-0.051071435435724816,0.03812970009172309,0.10365406601006583,1.0,0.18507371101094483,0.13787909287949454,0.1705157068583535,-0.030010693019207904,-0.017870558252330793,0.27377592666234224,0.35930442529439927,-0.07855472738130578,-0.22686358136742993,0.1283433851094142,-0.2085826923217884,-0.25299706033597175,-0.029281098433594038,-0.051531461005708226,0.055974725046540705,0.15769784634853837,-0.0564765967724619,0.03348851273235536,0.028231447342285155,0.10618673179704684,-0.10262044434997313,0.13969842400789215,-0.003688254498104798,0.01065204054138423,-0.1741830810789537,-0.08812875338017225,-0.07697485039752368,0.13808824955120114,0.09211160465612839,-0.2145716646651834,0.06808277192696417,0.05983251398751722,0.00045437537724745574,0.09337060541844525,-0.02885334788201946,0.04048137620878948,-0.04390857453126771,0.11061654214354853,0.16898115791186577
Самостьятельность,0.15330507676504612,-0.1643174598549052,0.032275804668226125,-0.0684219702488156,-0.10101984800704882,-0.2060844748932649,-0.28942982715065385,-0.032681892712831215,0.04355783812133558,-0.06891023436914051,0.1391434509313797,-0.036569118037879975,0.038751686405345744,0.08066516511022138,0.007205557239357552,0.11282369907920946,0.0057011619680081066,-0.11971192439571869,-0.15896762827574057,0.04293425895494744,0.0624268262373495,0.1959957734837615,0.11739053091950308,0.09086750910321628,-0.146658250585438,0.07663940701457768,-0.007928867361483467,0.0687907395740591,0.3430028352532311,0.07206648907758575,-0.03427417233554115,-0.28686842526230294,0.18507371101094483,1.0,0.36700958550887625,0.3754583879692662,0.13923162759840252,0.030017757170514674,0.3582169658160111,0.27657273304453833,0.03058505229843599,-0.11730415563369666,0.20880472299030547,-0.1960325870736393,0.12561694043535848,-0.134588905789434,-0.06433444310410608,-0.11638765923718068,0.06312230025270885,-0.08166839008821447,-0.03890771386627962,0.017360576091738994,-0.2361575399877073,0.11183193106860831,0.23801206058893837,0.15640067609205885,0.11281139986625736,-0.13177781497476432,0.0681213476347642,-0.10575994933655364,-0.054608131909221175,0.2525448262315423,-0.06967090682605903,0.056631218239447834,-0.21900748515656576,0.16345629240816834,0.16855395189773914,-0.06789878817637701,0.32854881449256373,0.1826705512068527,-0.08165986621409684,-0.06913011298202826
Риск-новизна,0.01824058086526684,-0.2533876980937874,-0.07453973327152029,-0.042959088969032486,-0.0953810834266028,-0.2381333239549853,-0.3038454983711034,-0.18210463272941388,-0.1588522848395736,-0.10097831295849198,0.012957518729684845,-0.07074006526066827,-0.17611932399175576,-0.16872599269080354,0.0032357418622160294,-0.07546393794000536,0.04384299910401393,-0.16127422445187595,-0.24847930358485099,-0.12994816854768712,0.08160867620353127,-0.06203647702543265,0.28209135176684785,0.13385323859333056,-0.01365732282837223,-0.057123205839605055,0.14954322364657224,0.12577174709518651,0.2168093458438286,0.06850725071517223,-0.11343905069300415,-0.38823952012243573,0.13787909287949454,0.36700958550887625,1.0,0.38445275932621253,0.27411981055691426,0.12314010268204603,0.17561012999831038,0.25660806088459626,-0.037620818149442715,0.11422556318068389,-0.08992163369661063,0.05802672215292608,-0.03688332623299378,-0.1697368960777452,-0.1669208837105419,-0.06489115441891181,0.01662591697992794,-0.05003848571064733,-0.030652588345792882,-0.28812347768571506,-0.1340565944250726,0.13751254016172854,0.1751163463372261,0.2147989665173962,0.057754913691219295,-0.03950073077027893,0.05850681440120141,-0.1116667253839996,-0.13737464563885982,0.2263555185153836,-0.006312145218095641,-0.13064189298985718,-0.023704523133481478,0.15463853395412636,0.13034446801575672,-0.07287813201587937,0.4007428167375305,0.31124170186338856,0.015276767847063982,0.04434077537458558
Гедонизм,0.04744557145911782,-0.09211242608055098,-0.028361246903764892,-0.22351970549689118,-0.10020543130080874,-0.1557553931238571,-0.24364153904479335,-0.13437895313307152,-0.09191238587192128,-0.14681722627042362,-0.0934680298120176,-0.14234035214010138,-0.05024675641680174,-0.03153427224988287,-0.015204610374858363,0.027014890608126934,0.125053426539228,-0.027786754277536335,-0.3258424322501359,0.024714740824979365,-0.11914089951146825,-0.06573476293333069,0.12002063304858297,0.0830880265272817,0.07153391879109558,0.10783460104795292,0.14828343060613258,0.053984544448675606,0.24677059672278964,0.22158646011126445,0.11609134479912188,-0.02568056464005695,0.1705157068583535,0.3754583879692662,0.38445275932621253,1.0,0.3776364512065368,0.19283101219872198,0.25316398548835123,0.08559502167967353,0.05370701905412223,-0.1759780787415386,0.15323771663333946,-0.09422239909259218,-0.01256010570485898,-0.15882716816660516,-0.13406419525510507,-0.1056322619095238,-0.020850266057812754,-0.09895850091171352,-0.12104716558909238,-0.019190238489353494,-0.033997873443329024,0.21881507398015748,0.0045098048270359355,0.1345270143027956,-0.0008170919130835323,-0.14971239736501146,0.09039184012184247,-0.050317052216429604,0.046592984966846204,0.03744438674086578,-0.03533066646756179,0.011353179365372435,-0.07980293557355399,0.15517010213184473,0.08790009808191424,0.07666563483123674,0.15015394145864247,0.1793976667046622,0.03905335792187425,0.12901883328603064
Достижение,0.04233678486822402,-0.21784319048292125,-0.20720727182529441,-0.1628955116152545,-0.11237655959197548,-0.09264143901529959,-0.07024749840063008,-0.3089923645942618,-0.4336890172030079,-0.1492063843439332,-0.3317816410794145,-0.11713348855728761,-0.16753404029753324,0.011270367303175856,-0.12728921619296432,-0.022969656957621532,0.15664241602926393,0.08171796090309916,-0.11435785970927388,-0.18561643471884165,-0.06628830150311736,-0.14616811247627584,0.053104228788011146,-0.02913442762901049,0.2174478059875131,0.27937675602352857,0.26701257956182245,0.18336001897153445,0.15535434322046185,0.3386090942679907,0.28479934170705357,0.04171795040778999,-0.030010693019207904,0.13923162759840252,0.27411981055691426,0.3776364512065368,1.0,0.5131923408836098,0.1925625918935213,-0.040220695431186,-0.09319464582322147,-0.012362358201896705,-0.11623553882781351,0.1505969012433319,-0.12708419776954022,0.1634257350989369,-0.09954313469139478,0.06814143320946077,0.0715382136550518,-0.26992409816899615,0.08138624264699527,0.022622666790456773,-0.1066675172860943,0.0649378692167942,-0.0865442245835688,0.26580426183230227,-0.04025677320755983,-0.09967680155680421,0.02003086633236971,0.044080697461096434,-0.03309561425052622,0.1129526488907925,-0.08845655298841838,-0.006645771733160702,-0.07602899844645447,0.09385094349587078,-0.016674835934373997,0.11775159191547294,0.09779895819202414,0.0813292768962397,0.09771643394806852,0.1064713946511611
Власть-Богатство,0.06754518595721876,-0.279152551533814,-0.2806009869377253,-0.29900623810878474,-0.1295696713959201,-0.19793169273346203,0.023577185611087736,-0.2949236752458932,-0.3334050572821189,-0.12381053573096569,-0.43190832499995435,-0.3625224189005694,-0.3803909840695748,-0.2942381717923123,-0.32942049864187983,-0.23604098652640187,0.29144245806394686,0.274270198346977,-0.19050898516747763,-0.16328762329204133,-0.3535899969317236,-0.12956967139592004,-0.056832053223883724,0.11828703986502524,0.32207076858541295,0.030773049205560236,-0.11937466142085265,-0.013133786158348107,-0.0521416174097471,-0.0675451859572184,0.22539595757114977,0.22994345560345947,-0.017870558252330793,0.030017757170514674,0.12314010268204603,0.19283101219872198,0.5131923408836098,1.0,0.08837021156889363,-0.18416046560497124,0.11424938409465528,-0.05870148688378077,-0.12967730233037578,0.13574909543193184,-0.13504418942610838,-0.11887503173214646,-0.2341953578278926,-0.16029202577951746,-0.27115979513660954,-0.2457790683966998,-0.14387650958298542,0.02585635327546357,-0.03603754010962426,-0.1229366481179131,0.11924028220683866,0.2971552658970553,-0.04217390384786996,-0.05850241535951803,0.11717941667537381,-0.03320605271038138,-0.0813318142725582,0.15469992634358204,0.05082410800092423,0.11183235626183351,0.047995584301736074,-0.09831521542374864,0.14758693810148615,6.670339650906166e-18,-0.056747075918855604,0.0030217600431823735,-0.055764563264719215,-0.03678556518476113
Благожелательность,0.10315767381158489,-0.03142995083300098,-0.08702120487388779,-0.07994028403766335,-0.02793509217520903,-0.027104376951700055,-0.11445182461347762,-0.11293245711057602,-0.17865044712236772,0.0007822906268200272,0.05601393205005111,0.06598396368718103,0.08142336786940009,0.0778375849119869,-0.03461616659730298,0.1639436892697966,0.0837737382109281,0.0,-0.1951798872940898,-0.11575825864087912,-0.07181381270046702,-0.027935092175209064,-0.024868278932269637,-0.05345338262910374,0.03498613831189593,0.14144789689055923,0.10016937641108073,0.1183487011194555,0.05522475697974092,0.21802404641196022,0.15127720606836936,0.022159373482965424,0.27377592666234224,0.3582169658160111,0.17561012999831038,0.25316398548835123,0.1925625918935213,0.08837021156889363,1.0,0.3672977470242315,-0.17496421278710342,-0.1418232408111028,0.2200599929726005,-0.12916043182116915,0.19904268950117504,-0.10377552156475824,0.007709195185211227,0.07122235181539323,0.19571705432896702,0.2201922393149024,0.08907467223641148,0.0824322105577802,-0.027026665489512613,0.006359116401583047,0.09834912224954874,0.011458333333333272,0.0035098413530259215,-0.0819385953964088,0.06156240423824309,-0.28986479782222374,0.019562701126437543,-0.025882849051060784,-0.05798895015958953,0.13432073607289763,0.02391063651527551,0.06416418455884228,0.19118599146729712,-0.09469389858534702,0.2796928507899391,0.16500030996599127,0.016155068120147897,0.14653137321155474
Универсализм,0.07189162235703588,-0.10206261761409734,0.06572526559340418,-0.009541953350060086,0.11239413579069892,0.1284288123034274,-0.14945895990395583,0.12628774855938038,0.15194051264815414,0.07179354231200989,0.09795549729292181,0.06960435334239395,0.14735127820219043,0.20401091458049017,0.09584097621595174,0.23956062328633365,0.10580103391626645,0.0,-0.036835011252708584,0.022170865217403354,0.17983872804282908,0.19227757114607172,0.012779390452558574,0.22143349423661468,-0.16577500373785214,0.0790498013876234,0.07555135109587058,0.2916192034335651,0.1425313164477847,0.22252168824796817,0.11266644562407646,-0.08671889376923538,0.35930442529439927,0.27657273304453833,0.25660806088459626,0.08559502167967353,-0.040220695431186,-0.18416046560497124,0.3672977470242315,1.0,0.029327340770023493,-0.16339258245184327,0.17295372929631211,-0.1023958281230041,0.0738075247481309,0.04803870270830693,-0.01999455843462125,0.12380467156181507,0.13255098163385393,0.19731281572792211,0.18578849293481212,-0.057609023207729725,0.2448570491469861,0.10085673599345969,-0.003588669509040375,-0.2063215555832183,-0.03302450165776988,-0.12502439872096716,-0.15397601560745855,-0.10165344113891328,0.34522100551834806,-0.1245405238965127,-0.28125425860439845,-0.026600742573711287,0.15493881666267967,-0.07741720516547412,-0.0389020092498046,-0.0676407728617303,-0.01097207660936195,0.07236463484387805,-0.08756884336183342,0.18876517463293
Неув.в прич.,-0.1599190201002475,-0.09838086479511245,0.033548015380018566,-0.08207993411810961,0.14023391045640504,0.0430606305352447,0.01630349175258728,0.2554802753249643,0.25651266611050483,0.18250762273778795,0.0993283161122563,-0.10695774785752026,0.007527139276319832,-0.15079714714805742,-0.3013401914271668,-0.011149690746954093,0.3552662942342712,0.3090695348642674,0.053383173488116886,0.2748998092678472,-0.2051282112444885,0.10537808300192268,-0.30110818640607523,0.11826925855402058,0.33184444168207416,0.01928589695500997,-0.13398918650635624,-0.3252199303000223,-0.17550891744646266,-0.10456243621939254,0.1126214495727241,0.09719266991496792,-0.07855472738130578,0.03058505229843599,-0.037620818149442715,0.05370701905412223,-0.09319464582322147,0.11424938409465528,-0.17496421278710342,0.029327340770023493,1.0,0.13621149248375772,-0.1772770012816118,0.12249668057725685,-0.13970491081015102,-0.09092897641807636,-0.13489106588752936,-0.09269364735144274,-0.3544263110961944,-0.1228060842605502,-0.05126688580743836,-0.006722646350098902,0.11652849183395457,0.046076419722738314,-0.11221277595456988,-0.0071359429967165254,-0.01073401192401928,-0.06538111359592262,-0.05692315141952151,0.008633566639363426,-0.015033665241544984,-0.01990220953107807,-0.02326259872915679,-0.11215703015845858,0.05827497923043679,-0.031208553028254385,-0.006671774437413478,0.237908932295546,-0.06497302100980723,0.15849473059216673,-0.31653207388436244,-0.20163927828122463
Новизна,-0.0913808420657031,0.15297440327356898,-0.05727807269758069,0.006075177886558612,-0.10161296196843088,-0.004381833918741248,-0.2113813246827047,-0.07326155940653105,0.030492479754762377,-0.06513161393255416,-0.12074003044667447,-0.089507307253927,0.03319953207239574,0.09746142483039791,-0.0890828246387634,0.017600302986038322,0.024228832797842853,0.10435947983821518,0.11512869754910468,0.013474137213832995,0.25880163111954313,0.06021508857388493,0.07979755307105692,-0.14282562807348956,0.0005891708614919847,0.12948896044997096,-0.017773792733912528,-0.09138084206570322,-0.058102337519612815,0.09138084206570309,-0.03264522915041679,-0.03789075922292524,-0.22686358136742993,-0.11730415563369666,0.11422556318068389,-0.1759780787415386,-0.012362358201896705,-0.05870148688378077,-0.1418232408111028,-0.16339258245184327,0.13621149248375772,1.0,-0.7774483804203736,0.49893988709548986,-0.3083049076849301,0.15296574484101963,0.16202009332897493,0.2468137334191529,-0.05026521867074308,-0.016290343609235015,0.2088634597506001,-0.23409174754718592,-0.15260347753514197,0.02926431772667291,0.081415718286368,0.24098936161455373,-0.030756177248618417,0.1297422889151958,0.27689594098018483,0.16129177994814609,-0.24272972327276846,-0.06520208650015269,0.24409861835074131,-0.17347054065262899,0.05919630578074951,0.1228365580136779,-0.13706615093678232,-0.068284483896557,0.143524583504193,0.1552197672492567,0.07470762210461625,-0.0842301573176058
Сложность,0.054119812745771864,-0.08578582917917192,0.03870789423889474,0.015955616243109247,0.051608513481220156,-0.1616146405200314,0.016414394327409054,0.028220334921297687,0.09307909886141434,0.11935392358200213,0.1853901630633379,0.1969507740171968,0.10298069004662141,-0.08862790962868766,0.17619269644097504,0.018943090649750565,-0.09165426202487087,-0.20099623165981312,-0.05317599311692247,0.08160201843347094,-0.15978402648389894,-0.02319483751964951,0.1105160084223457,0.08483620929143224,-0.05877965450792994,-0.17537284994174449,0.07226819576992417,0.12979955089433087,0.11627205725341963,-0.10277107298413121,-0.014919413640314311,-0.06528174129947409,0.1283433851094142,0.20880472299030547,-0.08992163369661063,0.15323771663333946,-0.11623553882781351,-0.12967730233037578,0.2200599929726005,0.17295372929631211,-0.1772770012816118,-0.7774483804203736,1.0,-0.6563721525383392,0.6629087085781421,-0.14973461931553578,-0.08305344165940773,-0.17060370125314397,0.03688999113890692,0.106210801436494,-0.11002277477943474,0.12514044527577314,0.15773245423293006,0.09371810567674893,-0.09150419634998856,-0.19507968281733756,-0.11305251341360202,-0.05659603276707125,-0.14275898312272323,-0.07569757139395086,0.1755182333191914,-0.06898609317663641,-0.07209082176118516,0.06695304326054573,0.000849803936968596,-0.11447243660094017,0.08713388491267936,0.029372467990404338,-0.002690893727675559,-0.01217957007090907,-0.029596922740778332,0.07824678808309092
Нерешенность,0.012245106124322487,0.08940368760104969,0.018979875295308698,0.053285151868169324,-0.02459084239681886,0.08835499331112814,0.0715555564872973,-0.041553895095501496,-0.052864906636781714,-0.09554861939019553,-0.1298335752315362,-0.1464635576741278,0.014569051446218015,0.09289145706980616,-0.14662750873964667,0.05417178898549688,0.1182918455549107,0.21309339420523193,0.030201666602184898,0.05693676904670027,0.037658339009859786,0.008453102073906529,-0.1315336088463816,-0.07076512127376129,0.1368455711228574,0.12552239036575216,0.03326822513062075,-0.03790151895623617,-0.05714982822157365,0.1811775906149752,0.05705545448311002,0.13645216583387368,-0.2085826923217884,-0.1960325870736393,0.05802672215292608,-0.09422239909259218,0.1505969012433319,0.13574909543193184,-0.12916043182116915,-0.1023958281230041,0.12249668057725685,0.49893988709548986,-0.6563721525383392,1.0,-0.21801451136645664,0.12286624696299368,0.0432625912483934,0.1969918159197109,0.008913248211842025,0.10995444398409852,0.1968377748765862,0.04738931436936305,0.00038161824100626455,-0.12362166401676355,-0.13240500358819354,0.3257101591807086,-0.05690102292221239,0.004996042204208799,0.2604602445948742,-0.060859783825400575,-0.02664524164252565,-0.07694955082319384,0.0719001659218545,-0.044409177507410504,0.18356124093135615,-0.09667407791599114,-0.21706480528695177,4.554464228720926e-17,0.0055111834477697234,0.07542138042374882,0.009715551396005143,0.05067072569805005
Общий ,0.06346562832829673,0.0008460136973213833,-0.006290984197260113,0.053160186007038396,0.034163188928701786,-0.2494617571406623,-0.06757110988194773,-0.07189153672677814,0.046823651683481335,0.15934027175742974,0.10454674056246052,0.07196344770644825,0.1408415036337764,-0.1076454304951659,0.03977172740347066,0.035243217196397024,-0.016043417758608233,-0.04083353479773341,0.007924986077385456,0.17515184463185116,-0.14006512649713138,-0.016492573965580074,0.12060182127655393,-0.0032873223473709064,0.00876011741961473,-0.09109125095523887,0.06799944139531307,0.034637930953823844,0.042141346821097506,-0.09641156818483688,0.05455735681325413,-0.030190736762744547,-0.25299706033597175,0.12561694043535848,-0.03688332623299378,-0.01256010570485898,-0.12708419776954022,-0.13504418942610838,0.19904268950117504,0.0738075247481309,-0.13970491081015102,-0.3083049076849301,0.6629087085781421,-0.21801451136645664,1.0,-0.08709657699301514,-0.023407327633187387,-0.05129727934301668,0.036022868287552086,0.24504672644595607,0.04190954320448744,-0.03270178968488941,0.08994144051216849,0.01818159305956677,-0.14368820287692366,-0.034712239039400045,-0.18122540030412412,0.07399085488828344,0.03982292155550118,0.041997312630729956,0.05593246743183885,-0.0968127485004974,0.08235839828649431,-0.03714581376406773,0.1544079289982788,-0.16381834206469031,-0.018435594164433838,-0.054854534495703614,0.061127697027934344,0.16060776791789258,-0.05529434127151023,0.11463690629320643
Политика,0.09134200022239944,0.37939119398842075,0.12795558473972224,0.22813549671163433,0.18708581536014396,0.2215093816441228,0.029700536941792765,0.029614970881360128,-0.019926521115601444,-0.007085703779615593,0.043560680655875136,0.23481680428367183,0.040642776650098626,0.22715362041040016,0.025886008173977373,0.27236245814402116,-0.09208026730191,0.0,0.12189387342688525,-0.0499465451132137,0.20018996023518215,0.15411577412864325,-0.08159803934935685,-0.08099920492043566,-0.2781805045687849,0.061392969510850805,0.08751098075029724,-0.0399984873585348,0.12054020224331173,0.18742148362284847,-0.03720037668492804,0.010526829021349934,-0.029281098433594038,-0.134588905789434,-0.1697368960777452,-0.15882716816660516,0.1634257350989369,-0.11887503173214646,-0.10377552156475824,0.04803870270830693,-0.09092897641807636,0.15296574484101963,-0.14973461931553578,0.12286624696299368,-0.08709657699301514,1.0,0.4760937558551162,0.5159107167663362,0.06979903711175088,0.0009219204146896648,0.6267748795686409,-0.11264509375163839,0.07634860540930294,0.0604389970667522,-0.11810643195523438,0.031968453314557485,0.05355824940782999,-0.04799748111910809,-0.018374911631259917,0.21800151041880683,-0.07677106583150871,-0.08758131524984007,-0.055386769726276056,-0.2252506787182216,0.06671005677032199,0.19395149718928184,-0.18154366954098852,0.07287813201587953,-0.04366739866525922,0.028988393956332667,0.1729453089642065,0.2916393992781528
Личный опыт,-0.07406182941342784,0.42808466794636507,0.09365924676059396,0.22764470415332275,0.31111775644152173,0.24732713831002526,0.1441184156613392,0.06799362989316196,-0.08126769554229835,-0.030750001784598385,-0.003236001944516674,0.15332064126511236,0.10520174533944551,0.13426869201271321,0.10975358338083638,0.30806728831337327,0.01654386439230903,0.030207386623206132,-0.1030593861140719,-0.03380137033533062,0.05320813933953766,-0.06361791658328023,-0.05360102696097076,-0.25916673469889817,-0.11391973622880387,-0.004784839615806122,0.09374814830413711,-0.17358241268772093,-0.01886899755486854,0.08218595866030906,-0.05125059791878856,-0.08215785315214175,-0.051531461005708226,-0.06433444310410608,-0.1669208837105419,-0.13406419525510507,-0.09954313469139478,-0.2341953578278926,0.007709195185211227,-0.01999455843462125,-0.13489106588752936,0.16202009332897493,-0.08305344165940773,0.0432625912483934,-0.023407327633187387,0.4760937558551162,1.0,0.520714495924428,0.23585546305088265,0.2661538152793135,0.6166228670410878,-0.19267180247032217,0.039544027968292546,0.03314668384016439,0.04069858789094224,-0.13845615238072875,0.08189160003663226,0.0846654648157186,0.08505929893285588,0.20747650114065647,-0.12070799684584688,-0.0009177788727678644,0.06217773470401187,-0.14816291294221354,-0.021171699649182283,0.20423971942983418,-0.029677840816402862,-0.020474255671964956,0.008823488862736206,0.03993702901318697,0.16114406695957842,0.09474076497074058
Воспитание,-0.12762764718131117,0.3904305941174449,0.1628291314093809,0.12370971895174647,0.16979389879608445,0.16474468056891062,0.14667272238629464,0.21244760684507366,0.12430087238842052,0.10179474010339064,0.17375318338831103,0.21036708113613295,0.2902310475979657,0.1139982633360128,0.18959813486042942,0.3401810738040884,-0.0904685685630815,-1.2270698075881227e-17,0.14987234427107465,-0.04637794074673621,0.18315400005117877,-0.03587195044987705,-0.05967427427435492,-0.21895030093745074,-0.12947517171020934,0.009118261494487787,0.12862928408026564,-0.010585231401293568,0.022512728918549153,0.224234085602913,0.03047180554034449,-0.09703968845884653,0.055974725046540705,-0.11638765923718068,-0.06489115441891181,-0.1056322619095238,0.06814143320946077,-0.16029202577951746,0.07122235181539323,0.12380467156181507,-0.09269364735144274,0.2468137334191529,-0.17060370125314397,0.1969918159197109,-0.05129727934301668,0.5159107167663362,0.520714495924428,1.0,0.2754194634026292,0.2003231591969393,0.7241066144273652,0.04970532333378061,0.21904358165742563,-0.13797906386552322,-0.07862790241316185,-0.04684823627787093,-0.08845004645962169,0.018431078557015427,-0.00876005556225627,0.17719471551208932,0.055194017563050084,-0.18958984468068585,-0.06113421152159611,0.020929156498855274,0.15540178688746153,-0.022861782664937685,-0.07484428974620769,-0.048262255129718545,-0.060196054419990236,0.09406734407526912,0.15738337669913427,0.043570739410889826
Спорт,-0.2723118823700122,0.2152172293226671,-0.007409083420749719,0.09908749817618041,0.004439727076166738,0.18953886248647933,0.06559366643571603,0.24407492756024987,-0.07861788486548149,0.11749140573749525,-0.03489481785827137,0.19165600745645958,0.22588833021540006,0.17798092332007343,0.17206381200204937,0.21246499506377195,-0.036949872241939755,-0.025648477774464003,-0.14697801797703125,-0.09235530927233718,0.07787251775379483,0.09989385921375146,0.08892715796202176,-0.024483131364174866,-0.18737222996969174,0.1493045935127028,0.14269692733814376,0.15019263615253237,0.0271665219238077,0.13435122326060922,-0.01468659620708122,-0.07924030896653787,0.15769784634853837,0.06312230025270885,0.01662591697992794,-0.020850266057812754,0.0715382136550518,-0.27115979513660954,0.19571705432896702,0.13255098163385393,-0.3544263110961944,-0.05026521867074308,0.03688999113890692,0.008913248211842025,0.036022868287552086,0.06979903711175088,0.23585546305088265,0.2754194634026292,1.0,0.23280688632844443,0.42352943413123656,0.028758724967567224,-0.08337211680380321,-0.028670507811975672,-0.31974292379852665,-0.06105352307392725,0.11755237304656149,0.1455313432634131,-0.11793200944693834,-0.07386685407509583,0.05879984367317135,-0.09287936062577146,0.03061993259763298,0.1306676181372316,-0.10780272725151975,0.15043006166334738,0.03512750848840707,0.09805673606249414,0.0334011422256918,0.05397296987757925,0.0393587678554493,0.11423871213925345
