,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
Благожелательность,0.08125036075147397,-0.055145923836365573,-0.05558897568474293,0.004272285709039224,-0.0032388559782288292,0.08515002836693854,-0.0714056897210908,0.09170905563990568,0.12248706024679686,0.12667866452389595,-0.17225228413589525,-0.1543497594192257,-0.05287046451312938,-0.19853815998219518,-0.05304848782115657,-0.12788946800923956,0.13877055061703042,-0.003921821743817293,0.09801907484447464,0.07689009152458515,0.05336037693921146,0.2581774179861086,0.31518828941743543,0.13905549506566806,0.37155800443241915,0.4910003604152204,0.2906260999843132,0.40939610555816297,0.351750690602239,0.17035831638692922,1.0,0.5645382303563656,-0.029635068570880007,-0.12783210952579382,0.14694319608779793,-0.08525971041436653,0.10263066298313073,-0.027969208797305727,0.04963876416692269,0.07572816844800445,0.21432778363022872,0.2519248465994937,0.14312060450560432,0.3458424128492979,0.24466345332854464,0.0020508422353461473,0.20897701251337605
Универсализм,0.05788328798822152,-0.08745629242496451,0.014924044440427537,0.0337062581991419,0.10348839001011294,0.1295245538101692,-0.1725692727584561,0.29048435239892756,0.012828108801409159,0.06286368094291833,0.022154021117179325,-0.05047557593522835,0.16376416404680055,0.06620631666437493,0.009245586858257174,0.0965282109405553,-0.13376275630941126,0.06383555955102724,0.13221638581538797,0.22859976773206242,0.2253863573431146,0.24648232844034815,0.21733442920584595,0.15093101187301808,0.40842159547446405,0.4268210886074234,0.32558496243115187,0.3082369600380744,0.17235113641244182,-0.0018488731775410177,0.5645382303563656,1.0,0.003385694651707337,-0.1668851221264127,0.13032576670258328,-0.11986373641782341,0.024032770963155665,0.07379739925398165,-0.00793565196971534,0.12192560349175775,0.15781698798701146,0.09079378970976705,0.11901699399608835,0.13966745034268516,0.05343122277050716,-0.0016988257337802908,0.25447987508031794
Неув.в прич.,-0.1744385070869849,-0.06830105402046446,-0.12983485390289912,-0.19753344698044165,0.2270005633863316,0.1753274286583251,-0.1454046483416426,-0.2573390770222728,0.4508960726831508,0.45672009512691886,0.06253676652619759,0.3185843357421934,-0.36138940299874517,-0.021793775061168107,-0.46118798512074655,-0.04249057271134072,0.4448946280816907,0.02157042542287985,-0.1869666027220839,-0.30828524492548715,-0.164024656260047,-0.08351224430542704,0.23825048556639142,0.07858341603123793,-0.14024984979710717,-0.02408868919984588,0.05093500419273931,0.10720704314910032,-0.01409748813428571,0.19418350236763615,-0.029635068570880007,0.003385694651707337,1.0,0.16468853169063868,-0.13257533457452314,0.11465234867335204,-0.03240538222457949,-0.05447092180457981,-0.04297365986491624,-0.08476901081834205,-0.3296142284656993,-0.12878115091443265,-0.09830772224705307,0.024583922637675153,0.17951281744452677,-0.38800379861260714,-0.1871229641261481
Новизна,-0.10784940439620856,0.1968433788221315,0.013926376793256463,-1.0864367432865754e-05,-0.06628259241538662,0.03277251115194412,-0.11050868746748253,0.14742051998331085,0.035631950941546066,0.07809484006477108,0.23641484719736464,0.22673394821730758,0.1511165341379959,0.15635695341882216,0.03373483819514221,-0.11190355120289193,-0.035664537746385665,0.1277518353971744,-0.13170847070882308,-0.081758130637477,-0.040748109328255185,0.0028597793370072036,-0.004743946525212863,-0.08220733849602054,-0.3173304577832914,-0.13664997792395028,0.0437544442622714,-0.10263363625057541,-0.08424424041260718,-0.06142662832273726,-0.12783210952579382,-0.1668851221264127,0.16468853169063868,1.0,-0.7696892737576548,0.5925568747712928,-0.19002315489637173,0.24131973093620926,0.23276222959203713,0.3304997079486324,-0.03959188150783897,0.0594826710496619,0.21887579862674814,0.07349340463380456,0.10391141255507162,0.15604528275847343,-0.011574471948868171
Сложность,0.053522585780935855,-0.021504817015907184,0.058184238583258614,0.04275822243493275,0.06782600099442102,-0.1782080836769842,-0.025651403294234897,-0.12129376701818671,-0.15314623234781016,-0.17733662956693513,-0.04369576870012971,-0.03594297673647087,-0.06747455782257732,-0.010895502427787931,0.13902810617354544,0.1089719779742113,-0.020097771241943053,-0.20443318196462373,0.1624021361670928,0.13049737117075458,0.047082813954783136,0.0017459774078049774,-0.03479648997662699,-0.06294355206974242,0.1019927091185854,0.13934536930006802,-0.1517343803723368,2.185168234689483e-17,-0.12254429912796082,-0.12528327651616333,0.14694319608779793,0.13032576670258328,-0.13257533457452314,-0.7696892737576548,1.0,-0.686372909921372,0.7257324858583146,-0.16586725244950204,-0.09066431905763289,-0.21369733582477932,0.01776951478756343,0.13706300625104703,-0.06059513430295773,-0.027096211580010753,0.006610712814260819,-0.1019504553414212,0.052132271405142455
Нерешенность,0.02492032831537696,0.058819170358215,-0.024638824850363013,-0.013585482525145198,0.004178679682790486,0.14381142977708422,0.012742117508871501,0.08715532179720577,0.21333704007349907,0.2473046208356935,0.032332848692488904,0.07329584381541036,0.008691197966779425,-0.046367833564853474,-0.17926905617201122,-0.1039764798890913,0.10353497301378162,0.14715417311167847,-0.09275256658317144,-0.1062233533829409,-0.11043663147519302,0.02897169854402798,0.13675187813029635,0.1532743391241676,-0.20990253601560493,-0.11911028026874522,0.07106291481181745,-0.005076720682785467,0.12871474655194692,0.15423479565831003,-0.08525971041436653,-0.11986373641782341,0.11465234867335204,0.5925568747712928,-0.686372909921372,1.0,-0.1704936863153236,0.20199027386929333,0.13455559392097183,0.20340224733264278,0.027813817335461285,0.03878468446014699,0.17906994545830354,0.032254641087630424,0.051012439312380524,0.04335544719745107,0.09961779688520353
Общий ,0.01606278860383835,0.15554888621557267,0.0984549143954431,0.06627589659122712,0.06400430570576256,-0.20401278789299762,-0.12825813262246435,-0.04154060454593822,-0.12255127447998147,-0.11147743483003746,0.13626621586136947,0.16288533486367787,0.01304938738074968,0.08580333234830065,0.17307902824057375,0.040873665587694306,-0.010012115969610212,-0.16915230973832712,0.12206670420677758,0.1014192909692692,-0.010125262482856393,0.02039867038592355,0.007460790527650091,-0.09593881408755606,-0.1950666973254458,0.06475983119678182,-0.1873672868218429,-0.08703982620277083,-0.21260663256988466,-0.18528165782112363,0.10263066298313073,0.024032770963155665,-0.03240538222457949,-0.19002315489637173,0.7257324858583146,-0.1704936863153236,1.0,0.018883592767223425,0.10580643387821476,0.010912805531481077,0.012371494669979687,0.30417051464361167,0.16909139983514776,0.030717953204744852,0.12329550470595364,-0.023905820819823415,0.1312843303630539
Политика,0.05796214427507878,0.36973110480448795,0.11006104766047463,0.2080333852300917,0.1492504055320748,0.09244410592119515,0.01449502165121377,0.3380337184770166,-0.08931396750640766,0.010716711207533678,0.2463281757375085,0.07845832011912966,0.3537980269321484,0.23431829224520195,0.007189445939241944,-0.11457133362084758,-0.2260307181620841,0.11482629364050852,-0.012105572897507822,0.14331933332105268,0.18798954318804664,0.25023001345472606,7.261779467281799e-05,-0.01509843206733697,-0.017110323011659528,-0.0507917772206587,-0.05864756597239528,-0.052847959688821285,0.08903568631109139,-0.10432569511674299,-0.027969208797305727,0.07379739925398165,-0.05447092180457981,0.24131973093620926,-0.16586725244950204,0.20199027386929333,0.018883592767223425,1.0,0.49821632370543856,0.6034991382375222,0.10572109676458703,-0.13310663927880062,0.7679374183362739,0.014374741475547147,0.09200775846430967,0.3214732302898744,0.30467860794457563
Личный опыт,-0.21324001918711127,0.5717745126035003,0.1821671760603102,0.18008793672279869,0.3098212850439698,0.2928219946907686,0.1621819744969509,0.28108034406227006,0.08468920519166766,0.11602708349368693,-0.027727766220383424,-0.03536486611931404,0.1631748027314131,-0.0027165936117849016,-0.10048240063118646,-0.1671848867407035,-0.09956775641209324,-0.07322870972166431,-0.09752182405675384,-0.07804137399735926,0.006028166410229614,0.21983694394989628,0.031990244335122466,-0.10619937777760333,-0.09575240867834194,-0.2085715976056678,-0.1839763890511172,-0.13351391891843392,-0.14525870477847938,-0.3436599980528468,0.04963876416692269,-0.00793565196971534,-0.04297365986491624,0.23276222959203713,-0.09066431905763289,0.13455559392097183,0.10580643387821476,0.49821632370543856,1.0,0.568493930641268,0.32293004544615234,0.24553313954796196,0.7826622151759324,-0.059498994375518886,0.027714537200915153,0.16415409820868504,0.11693467474278611
Воспитание,-0.14106588280692586,0.3139293034402059,0.12099726182067987,0.10327461314972809,0.19934475790708045,0.21546737497577398,0.13397646789115036,0.24391847876060385,-0.036691215276869596,0.039872094015378313,0.12358616067837296,-0.02962885065227756,0.21808402515542927,0.10444858453958379,0.017616264926548504,-0.10110028155336771,-0.12745851230878016,0.11661053316092443,0.02818608878354189,0.13596229458548387,0.0858014343409408,0.2066510120065459,0.09432548462606952,-0.1645090010182092,-0.10987721314133411,-0.11715046250868705,0.020796817319710607,-0.06535475958752715,0.03681835121782309,-0.19117321974425447,0.07572816844800445,0.12192560349175775,-0.08476901081834205,0.3304997079486324,-0.21369733582477932,0.20340224733264278,0.010912805531481077,0.6034991382375222,0.568493930641268,1.0,0.38506948626526893,0.17401834284782133,0.7874007670911294,-0.029336406318290244,0.048534023907894956,0.24261626895701555,0.08451720106295395
Спорт,-0.2653158617005667,0.2316772673910319,0.12490075546161138,0.152360953192363,0.11992226886551641,0.2620143647427439,0.12604898712026788,0.23004569884219989,-0.07752661107341613,-0.07378727934191821,-0.12996732253806545,-0.19754302273278976,0.1825022121406122,0.05164147561807188,0.13651703349313468,-0.09541496971768108,-0.2646902124171808,0.058309487564549976,0.09487799361535118,0.10317861652170277,-0.010041519328163613,0.11070625939891994,0.07432973396106224,0.042177870586221314,0.09034833982556115,0.06367074829195916,0.02241022510763645,-0.008839450967781479,0.1426897181241501,-0.174411393974166,0.21432778363022872,0.15781698798701146,-0.3296142284656993,-0.03959188150783897,0.01776951478756343,0.027813817335461285,0.012371494669979687,0.10572109676458703,0.32293004544615234,0.38506948626526893,1.0,0.28699270795986437,0.4881704665371672,-0.1709768440473504,-0.00963904560995697,0.11151816379061597,0.2011389893832834
СМИ,-0.012281890285845705,0.17840673357447076,0.0931698296766154,0.035677334563807346,0.12177917709720552,0.13333185016693014,0.197862252875351,-0.015453758907456767,-0.061589173139581226,-0.04522139542220868,-0.02898674779794075,-0.12188653300568678,0.0585900167055231,-0.14997754908910166,0.13007093130729366,-0.14522075670328394,-0.05978520307168587,-0.0845402874871486,0.046292005800941255,0.08485103865342813,-0.11163351175058324,0.09179572580714586,0.07313299975978224,-0.0593171866515393,-0.1544446142335997,-0.14858853245731454,-0.10106611477493263,-0.11680170930629227,-0.210395476025498,-0.2826552406299284,0.2519248465994937,0.09079378970976705,-0.12878115091443265,0.0594826710496619,0.13706300625104703,0.03878468446014699,0.30417051464361167,-0.13310663927880062,0.24553313954796196,0.17401834284782133,0.28699270795986437,1.0,0.25403942003236213,-0.006813296327951279,-0.012673529374664008,0.007889845232239932,0.11293280561149771
Общий,-0.188618756975133,0.4756711921057332,0.16324286240703836,0.17670742447827895,0.27250098367267134,0.23707029368248383,0.13072589012628238,0.32320510006116293,0.008262283969886668,0.07135519056728283,0.06672204842360552,0.01633544893198899,0.30560920123905466,0.1329385170790384,-0.014437413183715785,-0.12129604458177354,-0.19515832110421413,0.07046840806603696,-0.0015961554432841311,0.06899038054405802,0.07921832571010953,0.258870474881335,0.07902599457524043,-0.04016467015755008,-0.050845719087509754,-0.06726670421761018,-0.07219854737295572,-0.017192571294215687,0.03248244935820299,-0.23378731485819826,0.14312060450560432,0.11901699399608835,-0.09830772224705307,0.21887579862674814,-0.06059513430295773,0.17906994545830354,0.16909139983514776,0.7679374183362739,0.7826622151759324,0.7874007670911294,0.4881704665371672,0.25403942003236213,1.0,-0.0431241150961043,0.10762237099119666,0.27783481777566965,0.26612066041626764
F1o,0.12335695713731894,-0.19238265222577713,-0.10058093682370918,0.026089486046230462,-0.175287852589811,-0.2436663786052608,-0.32847389152457374,0.02590800969928055,0.02746010582484645,-0.03814332547852842,-0.2500095635070855,0.02882841452128861,0.00751648401817733,-0.10153251580593617,0.12150257380035911,0.11820346141643805,0.046582776952070776,0.011393537057643404,-0.011671789214347125,-0.05565578419380918,0.20816643476447394,0.1358585848711937,-0.26135571621128456,-0.31869501971260433,0.08769310150626035,0.4039975939671589,0.4246819639049267,0.23936597187819855,0.028896020144803074,-0.0012750289873866988,0.3458424128492979,0.13966745034268516,0.024583922637675153,0.07349340463380456,-0.027096211580010753,0.032254641087630424,0.030717953204744852,0.014374741475547147,-0.059498994375518886,-0.029336406318290244,-0.1709768440473504,-0.006813296327951279,-0.0431241150961043,1.0,0.4562945835240239,0.000183141446673963,-0.01569610937985375
F2o,0.011514494010702252,0.05713268067839037,-0.19404367865576203,0.08384156500570697,-0.03377439260162332,-0.19830438591856975,-0.1457332559860275,0.05280194160480639,0.13536508612119005,0.06910255040749012,-0.0922487185043035,0.3029063297563853,0.0003401052049080734,0.16531110080491734,0.09342040511291778,0.0100512626463899,0.034811678145549335,0.12895323493204722,0.046099499539447045,-0.12361724592261147,0.16668306774713004,0.14919312143074578,-0.0029525809538914084,-0.15260886714170563,-0.019574367335999585,0.26940051555381406,0.3505211098535176,0.30055498726407903,0.1540673592716751,0.09452178420401242,0.24466345332854464,0.05343122277050716,0.17951281744452677,0.10391141255507162,0.006610712814260819,0.051012439312380524,0.12329550470595364,0.09200775846430967,0.027714537200915153,0.048534023907894956,-0.00963904560995697,-0.012673529374664008,0.10762237099119666,0.4562945835240239,1.0,-0.04611145028518792,0.20573659907600975
F1s,0.016134722872401898,0.196329295586224,0.16713874065502102,0.303562294225868,-0.14959721655645433,-0.16534890582748277,0.13871481943855254,0.13104667387671354,-0.3637721838682471,-0.3787283963653774,0.0686275555794929,-0.031881132718572444,0.30980960128368035,0.0688882413058576,0.48079723311248795,-0.03426857392294167,-0.1502325763584826,0.09223853709607303,-0.004644975780267954,0.05263733836890197,0.0636984204467812,-0.011390824501773165,-0.0331136111041453,-0.03317625478321485,0.06328647481331716,-0.11396832696437784,0.0700215092250669,-0.029340561272611577,0.07925429388409154,-0.03710368865587801,0.0020508422353461473,-0.0016988257337802908,-0.38800379861260714,0.15604528275847343,-0.1019504553414212,0.04335544719745107,-0.023905820819823415,0.3214732302898744,0.16415409820868504,0.24261626895701555,0.11151816379061597,0.007889845232239932,0.27783481777566965,0.000183141446673963,-0.04611145028518792,1.0,0.368461610702971
F2s,0.06782121607766328,0.1251171654786044,0.08618905343366506,0.2634412390232023,-0.0509233230884495,0.02681275651698538,0.0067125516672199,0.3305737401231743,-0.16037095660829986,-0.15301824907624098,0.06793054777765829,0.08900248114350669,0.3405496755363295,0.1867153377715658,0.25454866949542604,-0.06101064102601617,-0.2189326721343312,0.062128802499534876,0.07492229185431545,0.11875132653511915,0.15509665324611893,0.20160220026777737,0.07176597588840244,0.0858322725275201,0.21835441018801593,0.09942318278756383,0.11794653228685135,0.18628124089718828,0.07005210830958891,-0.08657338028473056,0.20897701251337605,0.25447987508031794,-0.1871229641261481,-0.011574471948868171,0.052132271405142455,0.09961779688520353,0.1312843303630539,0.30467860794457563,0.11693467474278611,0.08451720106295395,0.2011389893832834,0.11293280561149771,0.26612066041626764,-0.01569610937985375,0.20573659907600975,0.368461610702971,1.0
